source,Rating,ReviewText,PUBLISH_TS,organisation
google,4 stars,,2019-01-18 10:49:21.578777,ibis chateau-landon
google,2 stars,,2020-01-18 10:49:21.578794,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.578812,ibis chateau-landon
google,5 stars,,2018-01-18 10:49:21.578830,ibis chateau-landon
google,2 stars,The room is small There are few dishes,2016-01-19 10:49:21.578847,ibis chateau-landon
google,5 stars,Very good,2020-01-18 10:49:21.578864,ibis chateau-landon
google,3 stars,"Basic hotel, close to the Gare du Nord.",2017-01-18 10:49:21.578924,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.578952,ibis chateau-landon
google,5 stars,,2020-02-22 10:49:21.578983,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.579081,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.579101,ibis chateau-landon
google,4 stars,Good mattress,2019-01-18 10:49:21.579120,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.579138,ibis chateau-landon
google,5 stars,"Always a pleasure this hotel when I go to Paris is my favorite with a good value for money, friendly staff and full of practical services, I recommend!",2018-01-18 10:49:21.579156,ibis chateau-landon
google,3 stars,"Breakfast good. My bed was dirty, some pet bit me, I could not find it. Good size room, tbn bathroom. Region is not very cool if you are staying more than one night. It is close to the gare station but I would not recommend to stay more than one night.",2019-01-18 10:49:21.579175,ibis chateau-landon
google,3 stars,"Good price, near Gare du Nord and Gare de l'est simple rooms. Enough.",2018-01-18 10:49:21.579193,ibis chateau-landon
google,,"Ao chegar, o recepcionista viu que meu cartão de crédito não tinha o mesmo número do cartão registrado. Mencionei que, nas transações eletrônicas, há geração de número aleatório, que não coincide com o cartão físico. Depois que insisti, ele lançou a numeração no sistema e fomos liberados. Após o contratempo, tudo ocorreu sob normalidade. Visited in February 2020",2020-03-23 10:49:21.579211,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.579233,ibis chateau-landon
google,,"We had to leave Hotel at 5 am, there was no night staff for us to check out and get receipt, we just left Hotel and wrote to Hotel to get receipt sent to our adress.",2017-01-18 10:49:21.579250,ibis chateau-landon
google,5 stars,"Very good rate quality/price. Clean, silance, amiable personnel.",2020-03-23 10:49:21.579269,ibis chateau-landon
google,,"Für einen Städtetrip ist dieses Hotel zu empfehlen. Frühstück ist gut, jedoch nicht gut auf einen großen Ansturm gerüstet. Oft hat Besteck und Teller gefehlt oder der Saft wurde nicht nachgefüllt",2020-01-18 10:49:21.579287,ibis chateau-landon
google,3 stars,,2020-03-23 10:49:21.579306,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.579323,ibis chateau-landon
google,3 stars,Beautiful,2020-06-21 10:49:21.579341,ibis chateau-landon
google,5 stars,Very well,2020-01-18 10:49:21.579358,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.579376,ibis chateau-landon
google,2 stars,,2019-01-18 10:49:21.579393,ibis chateau-landon
google,3 stars,"The hotel is not a big deal, but it works if you want to bathe and sleep. It is close to the subway and the train stations, which allow easy and quick access to the main points of the city and the airport. However, the neighborhood is very lonely, there are few shops and at dusk it becomes a bit uncomfortable to travel, due to the presence of vagrants and precarious settlements.",2019-01-18 10:49:21.579410,ibis chateau-landon
google,,I’m very pleased for my staying at this hotel. I stayed there 4 nights. It was clean and cozy. The cleaning lady came everyday to clean. Everything was fine. Close to the train station. The price was convenient. I would Highly recommend this hotel to everyone.,2020-01-18 10:49:21.579429,ibis chateau-landon
google,4 stars,Very well,2020-01-18 10:49:21.579448,ibis chateau-landon
google,1 stars,,2020-01-18 10:49:21.579466,ibis chateau-landon
google,4 stars,Quite good in quality / price. The staff is friendly and the stay was good. It has the meter nearby,2018-01-18 10:49:21.579483,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.579502,ibis chateau-landon
google,5 stars,,2017-01-18 10:49:21.579519,ibis chateau-landon
google,5 stars,it's sal you love me?,2018-01-18 10:49:21.579608,ibis chateau-landon
google,,Personnel très sympa. Il y avait 3 arrivees en meme temps et quelquun est venu renforcer laccueil! Proche du métro. Hotel propre et tres bien insonorise!merci!,2019-01-18 10:49:21.579627,ibis chateau-landon
google,5 stars,"Awesome place, people great",2019-01-18 10:49:21.579646,ibis chateau-landon
google,4 stars,Very professional staff. Price quality,2020-01-18 10:49:21.579664,ibis chateau-landon
google,5 stars,Ras top,2020-01-18 10:49:21.579682,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.579700,ibis chateau-landon
google,4 stars,As good as any ibis but the bar and restaurant is very very simple. Great breakfast but if you want a dinner/lunch better to find another restaurant or brasserie nearby... but it is available an 24h room/bar service.,2020-01-18 10:49:21.579717,ibis chateau-landon
google,3 stars,"small rooms, small beds. But convenient location to most places.",2018-01-18 10:49:21.579735,ibis chateau-landon
google,4 stars,The hotel itself is good Great big breakfasts Nice rooms with air conditioning But the area is terrible. near the metro station Stalingrad is already an Arab enclave,2019-01-18 10:49:21.579753,ibis chateau-landon
google,3 stars,"Good service, regular room",2020-01-18 10:49:21.579796,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.579816,ibis chateau-landon
google,1 stars,Well located. During our stay the hotel conducted terribly noisy repairs!!!,2019-01-18 10:49:21.579833,ibis chateau-landon
google,,Good location and reasonable facilities. Rooms very small though,2020-02-22 10:49:21.579852,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.579870,ibis chateau-landon
google,3 stars,Clean and well kept breakfast very minimalist and that would require to lean,2020-01-18 10:49:21.579888,ibis chateau-landon
google,4 stars,Small room but comfortable beds. Helpful staff. Nice location.,2020-01-18 10:49:21.579906,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.579923,ibis chateau-landon
google,,"Die Lage ist ideal. Leichtes Check-In und freundliches Personal. Tolles 24/7 Service. Besonders der Barmann ist sehr sympathisch. Ausstattung im Zimmer war simpel, jedoch gute Sauberkeit. Lifte hatten zwischendurch eine Panne.",2020-01-18 10:49:21.579940,ibis chateau-landon
google,4 stars,Awesome location! And Ibis is a name of quality in paros i guess..,2017-01-18 10:49:21.579959,ibis chateau-landon
google,2 stars,Very small rooms,2017-01-18 10:49:21.579976,ibis chateau-landon
google,3 stars,"Location is good, prices are ok, the wifi has worked very sporadically with me and despite online check-in was neither the key ready, nor was a room ready (as promised by Ibis). The staff was very friendly.",2019-01-18 10:49:21.579994,ibis chateau-landon
google,,Bonne expérience dans paris prêt de tous les commodités pour visiter Paris,2018-01-18 10:49:21.580011,ibis chateau-landon
google,,첫 방문이라 대중교통 이용에 어려움이 있었지만 직원이 친절하고 상세하게 가르쳐줌 Visited in February 2018,2019-01-18 10:49:21.580029,ibis chateau-landon
google,5 stars,Nice hotel. The breakfast is a delight.,2020-01-18 10:49:21.580047,ibis chateau-landon
google,,"I stayed in the Ibis Paris for 5 nights overall, two of the final nights was unexpected as our flight was cancelled due to air strikes. our first room was good it was a standard room but I thought it was a comfortable size with a good size …",2019-01-18 10:49:21.580065,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.580156,ibis chateau-landon
google,5 stars,"Hotel within walking distance of the center, friendly staff, cozy and clean rooms. Highly recommended !!",2019-01-18 10:49:21.580176,ibis chateau-landon
google,3 stars,Great hotel but next to train train,2019-01-18 10:49:21.580199,ibis chateau-landon
google,5 stars,"Great hotel, a neat environment 'typical french' neat rooms and stylistically decorated. 600 meters walk from Gare du Nord Station. We are extremely satisfied. Overall a nice hotel for 3 days.",2020-01-18 10:49:21.580217,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.580236,ibis chateau-landon
google,5 stars,,2018-01-18 10:49:21.580253,ibis chateau-landon
google,5 stars,,2020-03-23 10:49:21.580271,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.580289,ibis chateau-landon
google,4 stars,"The Hotel IBIS Gare du Nord Château Landon is very good, it is clean and comfortable. The welcome is warm and the staff available, attentive. The IBIS type breakfast is ok. For the 5th star, why not put a kettle, with a welcome coffee / tea in the rooms? :)",2020-09-19 10:49:21.580307,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.580326,ibis chateau-landon
google,4 stars,Great hotel. Well located a few blocks from subway line 7. Just the breakfast that I found expensive: 10 euros per person,2019-01-18 10:49:21.580344,ibis chateau-landon
google,5 stars,"Conform to what we can expect from an Ibis. The room was small, but recently renovated and comfortable. The breakfast is very good.",2017-01-18 10:49:21.580362,ibis chateau-landon
google,2 stars,"The best was clearly the breakfast. That was really great. The room was very small and dark. Windows couldn't be opened at all. Unfortunately we also found some bed bug bugs in the sheet. That was anything but hygienic. Unfortunately, there is no free storage room for luggage either. No, we wouldn't go back to the hotel. Due to the great breakfast 2 stars.",2020-01-18 10:49:21.580381,ibis chateau-landon
google,4 stars,Staff were pleasant and helpful. Close to amenities. Excellent late night kebab in Landon,2018-01-18 10:49:21.580400,ibis chateau-landon
google,3 stars,"Clean hotel, not such a great location, although close to the subway",2020-01-18 10:49:21.580418,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.580435,ibis chateau-landon
google,3 stars,Fair,2019-01-18 10:49:21.580453,ibis chateau-landon
google,4 stars,,2020-10-19 10:49:21.580479,ibis chateau-landon
google,3 stars,"Budget hotel bit of a walk from station, 10 minutes, no tea and coffee making facilities.",2019-01-18 10:49:21.580508,ibis chateau-landon
google,2 stars,Away from the center of paris 1 and 2. The area is somewhat tense at night. Room for 3 millimeter with little comfort. The beds and the reception service were good not so the cleaning service,2019-01-18 10:49:21.580527,ibis chateau-landon
google,5 stars,"Ideal for parking the car for the day. We had booked via an app. Via the app, the garage door opens when we arrive and then when we leave. The car was there from 5:30 a.m. to 8:30 p.m. Much more secure than the neighborhood public car parks.",2020-09-19 10:49:21.580571,ibis chateau-landon
google,4 stars,Quite good hotel. Rooms are smaller but can be managed as it is budget hotel. Hotel is only 7min away from gare du nord station. Lot of indian hotel around.,2019-01-18 10:49:21.580605,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.580626,ibis chateau-landon
google,4 stars,"Home very friendly and helpful. Thank you The rooms are small, but it's Paris ...",2018-01-18 10:49:21.580645,ibis chateau-landon
google,3 stars,"OK, clean. Flat on the staff at the reception that makes you pay the tourist tax in cash and then note ""not settled"" ...",2020-01-18 10:49:21.580664,ibis chateau-landon
google,4 stars,Good value for money. Convenient.,2019-01-18 10:49:21.580756,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.580776,ibis chateau-landon
google,5 stars,,2018-01-18 10:49:21.580794,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.580813,ibis chateau-landon
google,5 stars,Great location. Just a quick walk away from the station. Rooms clean. Staff friendly and helpful.,2020-02-22 10:49:21.580830,ibis chateau-landon
google,5 stars,Top hotel,2019-01-18 10:49:21.580849,ibis chateau-landon
google,4 stars,does what it says on the tin,2019-01-18 10:49:21.580867,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.580884,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.580902,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.580919,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.580937,ibis chateau-landon
google,,Helt okej hotell med rätt fräscha rum och ok pris för att vara Paris. Vi hade två toaletter på vårt rum där vi var fyra stycken vilket uppskattades. Vi var även förvånade över hur tyst rummet var på natten. Bra med gångavstånd till ca 4 … Visited in September 2018,2019-01-18 10:49:21.580954,ibis chateau-landon
google,4 stars,Nice hotel just about 10 minutes from Gare du Nord. Pleasant and away from the main front but within easy walking distance,2020-02-22 10:49:21.580974,ibis chateau-landon
google,4 stars,Value for money for Paris excellent! Very close to the Gare du Nord!,2019-01-18 10:49:21.580992,ibis chateau-landon
google,4 stars,"Casual and relaxed hotel. Rooms are plush, beds are comfy and the televisions are ridiculously big! Staff are mostly very friendly and helpful, but the same cleaning lady told me off everyday (in French); not sure what for though, think it was something to do with me existing or being English or existing whilst being English. There's no stairs which is weird: lifts only. Just been informed, there are stairs! I always try and use the stairs too but couldn't find them, d'oh! I think this is a great excuse to fly back to the wonderful city of Paris to check this is correct :)",2019-01-18 10:49:21.581010,ibis chateau-landon
google,,I think the staff should speak more languages. Everything else was excellent.,2020-01-18 10:49:21.581030,ibis chateau-landon
google,,"Es war ok aber nichts mehr, nicht so schöne Gegend .",2020-03-23 10:49:21.581047,ibis chateau-landon
google,4 stars,"Nice as a hotel, close to the east station it is very practical.",2020-04-22 10:49:21.581066,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.581084,ibis chateau-landon
google,,"Very close the the main rail stations and metro. Staff were happy to talk in English, once you have tried in to speak French.",2020-01-18 10:49:21.581100,ibis chateau-landon
google,3 stars,"The staff are not that friendly, abd appear to not know much about where to find bus tours in this city, and the young man on the desk was quite rude",2019-01-18 10:49:21.581118,ibis chateau-landon
google,4 stars,"The staff is friendly, the rooms too.",2019-01-18 10:49:21.581136,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.581154,ibis chateau-landon
google,4 stars,"Warm and clean rooms. The breakfeast is very well served. The staff could be more attencious, but I had no problem at all in my stay.",2019-01-18 10:49:21.581171,ibis chateau-landon
google,4 stars,Good hotel well located,2019-01-18 10:49:21.581190,ibis chateau-landon
google,3 stars,"We stayed here for one night as a last minute booking due to eurostar disruption leading to our train being cancelled. The hotel lobby had two staff members and maybe 4 groups to check in, it took around 30 minutes which strikes me as a long time. Staff were lovely and very helpful. The room itself was extremely basic and absolutely tiny. I have stayed in paris any times and expect small rooms but this just about managed to fit a bed inside. The bathroom was also extremely small but everything was clean and functional if basic. I wouldn't recommend the hotel nor would I choose to book it again as there are so many more options in Paris. However, If I were forced by circumstances to stay there, or the room was booked for me I would be willing to stay for a night. Any more time would be problematic due to the room size. With myself, my partner and two suitcases it was a real squeeze.",2018-01-18 10:49:21.581289,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.581313,ibis chateau-landon
google,4 stars,"Very warm welcome, the rooms are redone and pleasant provided they are far from the lifts",2020-01-18 10:49:21.581332,ibis chateau-landon
google,5 stars,"For a hotel near Gare du Nord, I was surprised by the calm that reigns there. Comfortable room, big enough to spend a night there, with all the comfort that one asks for. Pleasant surprise",2020-01-18 10:49:21.581378,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.581406,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.581427,ibis chateau-landon
google,3 stars,Very nice setting but the service is to be desired,2018-01-18 10:49:21.581445,ibis chateau-landon
google,3 stars,Perfect location,2020-01-18 10:49:21.581464,ibis chateau-landon
google,4 stars,"Rooms are small but Cosy, the hotel itself is not close by any major landmarks but with a little bit of walking or by taking the metro that's not a real issue. Staff is friendly and offer a 24hr bar/room service. Free wifi for all the guests is provided",2019-01-18 10:49:21.581482,ibis chateau-landon
google,3 stars,Nothing exceptional. Hotel city neither for tourism nor for business. Perfect for public transport,2019-01-18 10:49:21.581501,ibis chateau-landon
google,2 stars,,2019-01-18 10:49:21.581520,ibis chateau-landon
google,4 stars,,2018-01-18 10:49:21.581537,ibis chateau-landon
google,3 stars,Great place with great breakfast 🥣,2019-01-18 10:49:21.581554,ibis chateau-landon
google,3 stars,The room is clean but small.no electric kettle.no glass or cup.10 minutes walk from gare du nord.,2020-01-18 10:49:21.581572,ibis chateau-landon
google,4 stars,It must be expensive at the SNCF very good hotel,2020-01-18 10:49:21.581590,ibis chateau-landon
google,2 stars,"The double rooms are very small and the bathroom had a strange smell, like strong acrylic. The elevator broke down and was halfway up. It is not the best in infrastructure. Staff is very helpful and kind.",2018-01-18 10:49:21.581608,ibis chateau-landon
google,5 stars,,2018-01-18 10:49:21.581626,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.581644,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.581661,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.581679,ibis chateau-landon
google,1 stars,,2019-01-18 10:49:21.581696,ibis chateau-landon
google,3 stars,"Cons: Slight smell in the room, The elevators are dirty, the neighborhood is kind of scary, Ne nearest metro station is Gare de Nord and you feel like you came to Afghanistan. I had to use taxi could not use my 5-day metro pass. Pros: Great breakfast, friendly staff Verdict: Wont consider staying again.",2020-01-18 10:49:21.581714,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.581732,ibis chateau-landon
google,1 stars,Something else is helpful,2020-01-18 10:49:21.581750,ibis chateau-landon
google,4 stars,,2018-01-18 10:49:21.581768,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.581859,ibis chateau-landon
google,5 stars,The great thing about Ibis is that you know what to expect. Rooms a bit small but functional and super clean. Congratulations on the welcome from the staff.,2020-07-21 10:49:21.581879,ibis chateau-landon
google,5 stars,"Great reception, attentive staff, very good breakfast, rooms within expected ... I quite liked ....",2019-01-18 10:49:21.581898,ibis chateau-landon
google,4 stars,Good as new. Very well.,2018-01-18 10:49:21.581928,ibis chateau-landon
google,4 stars,Good attention good cleanliness well connected with several subways nearby and the north station gare du nord at 400 mtr the breakfast very well and varied are attentive to replenish what is exhausted the bad is coffee but this is the same as in the rest of european ibis the rooms are comfortable,2020-01-18 10:49:21.581948,ibis chateau-landon
google,5 stars,,2020-09-19 10:49:21.581973,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.581991,ibis chateau-landon
google,5 stars,"The perfect hotel if you are on a budget - room was spacious and clean with all the facilities you would need. Staff were amazing- would help us find our way to attractions in the morning. The location is not the nicest, however with the metro only a few mins walk away, this did not affect us. In the evenings, the hotel was locked and you could only use the lift with a room key- this meant the hotel felt vert safe. Was completely surprised about just how lovely this hotel was and what a great deal we got! Thank you",2019-01-18 10:49:21.582009,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.582028,ibis chateau-landon
google,3 stars,,2016-01-19 10:49:21.582046,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.582063,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.582080,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.582097,ibis chateau-landon
google,,"Verstopfte Abflüsse, undichte Fenster alles so lala...",2019-01-18 10:49:21.582114,ibis chateau-landon
google,,"El Personal muy atentos, ,y siempre dispuestos a ayudar Visited in February 2020",2020-03-23 10:49:21.582132,ibis chateau-landon
google,2 stars,"In my two day stay, the hotel's air conditioning was broken for the entire hotel. It was really unpleasant to spend heat for the entire period, and there was no discount on the amount paid. For an Accor hotel, the minimum you would expect is a pleasant temperature. In other respects, the hotel caters reasonably. Certainly there are better options for the price charged.",2019-01-18 10:49:21.582188,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.582231,ibis chateau-landon
google,5 stars,Accustomed to Accor group hotels. Always of equal quality.,2020-01-18 10:49:21.582250,ibis chateau-landon
google,5 stars,Very nice room overlooking quiet transverse street. Own establishment. Carpet cleaning in the hallway. Breakfast very diversified for all tastes. Well located near the North Station and East Train Station. Bus line 26 across the street. I retain the address for my next trips.,2019-01-18 10:49:21.582278,ibis chateau-landon
google,2 stars,"We wanted to leave our bags before we checked in, but the attendant said we would have to pay! The problem is that we did not have coins to put in the coffers and the attendant was not even ready to give a solution! After getting some coins the attendant only showed the door to where we should enter. At no time he was willing to accompany us to the place! Service was not good!",2019-01-18 10:49:21.582307,ibis chateau-landon
google,,"Lage ist für die Anreise mit dem Thalys nach Paris gut.Leider war das Hotel aktuell von einem Gerüst wegen Arbeiten an der Fassade umgeben, so dass der Ausblick aus dem Fenster versperrt war. Wir hatten 2 Zimmer gebucht. Bei Anreise roch es …",2020-01-18 10:49:21.582328,ibis chateau-landon
google,3 stars,Hotel a noisy side road so 3 stars no more,2018-01-18 10:49:21.582348,ibis chateau-landon
google,,CAMERA ESTREMAMENTE CONFORTEVOLE;PULIZIA IMPECCABILE;PERSONALE MOLTO CORDIALE Visited in March 2020,2020-03-23 10:49:21.582365,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.582383,ibis chateau-landon
google,5 stars,"Very well located between the train stations of North and East, two stations of the stadium of France",2018-01-18 10:49:21.582401,ibis chateau-landon
google,4 stars,Great location,2019-01-18 10:49:21.582492,ibis chateau-landon
google,4 stars,"Cheep and cheerful, served it's purpose well however the breakfast system needs attention. Not enough rotation on cutlery and plates and food not replenishing quickly enough for new guests coming in for breakfast.",2019-01-18 10:49:21.582511,ibis chateau-landon
google,4 stars,Location is great for Metro and use as a base,2020-01-18 10:49:21.582530,ibis chateau-landon
google,5 stars,Great rooms with standard twinbed. Breakfast limited continental and nice coffe. Easy access to Gare du nord,2019-01-18 10:49:21.582547,ibis chateau-landon
google,4 stars,"Easy to reach, rooms are average, not small at all. The district and the neighborhood are all normal and safe at night!",2019-01-18 10:49:21.582566,ibis chateau-landon
google,2 stars,,2020-01-18 10:49:21.582584,ibis chateau-landon
google,,"Personal war stets bemüht. Zimmer sind sehr klein, aber zum schlafen ausreichend.",2020-01-18 10:49:21.582601,ibis chateau-landon
google,1 stars,"Its scary, like the neighborhood",2020-01-18 10:49:21.582619,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.582637,ibis chateau-landon
google,3 stars,,2018-01-18 10:49:21.582654,ibis chateau-landon
google,3 stars,"It was fairly average, not too clean or reasonably stacked with enough amenities. The room was on the small side but comfortable but was what you would expect for the price.",2018-01-18 10:49:21.582672,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.582690,ibis chateau-landon
google,3 stars,"A neat place with staff very willing to serve customers. Let us want the basic endowment of the rooms, there is no fridge or coffee maker. Very good location to be passing as it allows to reach walking to and from the train station.",2019-01-18 10:49:21.582707,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.582725,ibis chateau-landon
google,2 stars,"Welcome to review, the room booked not great",2018-01-18 10:49:21.582742,ibis chateau-landon
google,4 stars,Super nice hotel,2020-01-18 10:49:21.582759,ibis chateau-landon
google,3 stars,,2017-01-18 10:49:21.582777,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.582794,ibis chateau-landon
google,2 stars,"The breakfast is lousy, no scrambled eggs, no fresh omelette and to top it all! Fruits in syrup. For get it !!!",2020-10-19 10:49:21.582811,ibis chateau-landon
google,3 stars,Comfortable and accessible,2018-01-18 10:49:21.582829,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.582846,ibis chateau-landon
google,4 stars,"When we first arrived I wasn't thrilled. The room was EXTREMELY small with no room to even turn around (literally). Luckily they upgraded us to a larger room free of charge. I initially found the staff unfriendly, but as I've been here a few days, they're really opening up and I'm loving their humor!",2020-01-18 10:49:21.582863,ibis chateau-landon
google,4 stars,"Clean, cheap, modern, comfortable hotel in a non-central area but close to the north station, the east station and above all near the Louis Blanc metro line 7 pink.",2018-01-18 10:49:21.582881,ibis chateau-landon
google,4 stars,Good room and good service. To repeat,2020-01-18 10:49:21.582900,ibis chateau-landon
google,2 stars,,2020-01-18 10:49:21.582918,ibis chateau-landon
google,1 stars,,2020-01-18 10:49:21.583049,ibis chateau-landon
google,4 stars,,2017-01-18 10:49:21.583069,ibis chateau-landon
google,5 stars,"Nice friendly clean hotel, fresh towels daily and room cleaned, comfy bed and pillows. Breakfast was good lots of pastries, would definitely recommend for the price & use again.",2020-01-18 10:49:21.583087,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.583133,ibis chateau-landon
google,4 stars,Room was cleaner and tidier than I expected from lobby and lifts,2019-01-18 10:49:21.583153,ibis chateau-landon
google,3 stars,The rooms are very small,2019-01-18 10:49:21.583171,ibis chateau-landon
google,4 stars,"our room would have a few problems but don't think that it was the same in everyone, the breakfast was very, very tasty, Average price for Paris I think nice personel Recommended for a short trip",2019-01-18 10:49:21.583189,ibis chateau-landon
google,4 stars,A nice ibis,2020-11-18 10:49:21.583209,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.583226,ibis chateau-landon
google,5 stars,Very comfortable and cosy.,2020-01-18 10:49:21.583244,ibis chateau-landon
google,5 stars,For business trips I highly recommend,2018-01-18 10:49:21.583262,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.583280,ibis chateau-landon
google,3 stars,Room very correct prices a little high,2020-01-18 10:49:21.583298,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.583315,ibis chateau-landon
google,4 stars,Great location. Good value for money. Staff helpful.,2019-01-18 10:49:21.583333,ibis chateau-landon
google,2 stars,,2020-01-18 10:49:21.583350,ibis chateau-landon
google,3 stars,"The first room they gave us smelled very bad (pipe), we had to ask for a room change, the rooms are small, it feels a bit cold. The good: it's near a subway station.",2020-01-18 10:49:21.583368,ibis chateau-landon
google,4 stars,"Room is smaller than I expected, but everything is good.",2018-01-18 10:49:21.583385,ibis chateau-landon
google,5 stars,We had a pleasant stay with a very smiling receptionist with special attention!,2020-09-19 10:49:21.583412,ibis chateau-landon
google,5 stars,Very good hotel,2018-01-18 10:49:21.583438,ibis chateau-landon
google,5 stars,"Cozy, clean and quiet. Great location close to Gare Magenta and Du Nort",2020-01-18 10:49:21.583465,ibis chateau-landon
google,3 stars,,2017-01-18 10:49:21.583484,ibis chateau-landon
google,2 stars,,2018-01-18 10:49:21.583503,ibis chateau-landon
google,5 stars,Very well,2019-01-18 10:49:21.583521,ibis chateau-landon
google,,Good location with a short walk to Gard du Nord station and the metro. Rooms are basic but have all that is required for a good stay. Air conditioning needs work as room was hot and stuffy. Bathroom good.,2017-01-18 10:49:21.583537,ibis chateau-landon
google,3 stars,,2020-01-18 10:49:21.583632,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.583652,ibis chateau-landon
google,3 stars,"A good hotel with nice staff but there seems to be a smell on the top floor emanating in the hall and from the plughole in bathroom, otherwise would have been 5 stars.",2020-01-18 10:49:21.583670,ibis chateau-landon
google,3 stars,Good value for money,2018-01-18 10:49:21.583689,ibis chateau-landon
google,,"Angenehmer Aufenthalt , freundliches Personal, reicihhaltiges Frühstück",2019-01-18 10:49:21.583706,ibis chateau-landon
google,,EXTREM DE MULTUMITI ! Visited in October 2017,2018-01-18 10:49:21.583724,ibis chateau-landon
google,5 stars,,2020-01-18 10:49:21.583742,ibis chateau-landon
google,5 stars,"Clean, comfortable, very simple",2020-01-18 10:49:21.583759,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.583777,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.583794,ibis chateau-landon
google,2 stars,so-so,2018-01-18 10:49:21.583812,ibis chateau-landon
google,4 stars,The room phone did not work as well as heating. The staff is amazing. Bravo.,2020-01-18 10:49:21.583830,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.583847,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.583865,ibis chateau-landon
google,4 stars,,2018-01-18 10:49:21.583882,ibis chateau-landon
google,3 stars,,2019-01-18 10:49:21.583900,ibis chateau-landon
google,4 stars,,2020-03-23 10:49:21.583917,ibis chateau-landon
google,4 stars,,2019-01-18 10:49:21.583935,ibis chateau-landon
google,5 stars,"Very nice room,Cooperative staff,very good service,neat and clean rooms ,Great locations.",2020-01-18 10:49:21.583953,ibis chateau-landon
google,2 stars,,2019-01-18 10:49:21.583971,ibis chateau-landon
google,4 stars,,2020-01-18 10:49:21.583988,ibis chateau-landon
google,4 stars,Price quality top,2020-01-18 10:49:21.584006,ibis chateau-landon
google,4 stars,"We stayed 3 nights in a basic but comfortable and clean room, with courteous and helpful staff, especially the friendly barman, who spoke Italian well. Place well inserted in the context of transport to and from the center, out of the chaos of the main streets.",2020-01-18 10:49:21.584023,ibis chateau-landon
google,3 stars,Good location. Tiny yet we'll equipped rooms.,2019-01-18 10:49:21.584076,ibis chateau-landon
google,5 stars,"Nice staff, good location,",2020-01-18 10:49:21.584109,ibis chateau-landon
google,5 stars,,2019-01-18 10:49:21.584240,ibis chateau-landon
